  315.512483,  312.794799,  110.421513,  234.380240,  217.035275,  152.130114,  150.542317,   36.787000,  157.825307,   11.032934,   67.143979,   45.714158,  111.443129,  291.664288,   19.667674
 1597.724683, 1680.332175,  640.512392, 1014.421057, 1987.416070,  575.445899, 1536.392091,  724.942500, 2166.506488,  126.437710, 1286.963021, 1530.045608, 1228.138522,  522.645713, 1349.762840
  365.006670,  326.326599,  639.343160,  134.989992,  392.528227,  135.529410,  170.155242,   60.443111,  357.604764,   82.204820,  179.350135,  663.494853,  658.762840,  415.666232,  363.877869
   69.888612,  132.410896,  123.754075,   73.119120,   39.224446,  151.634299,   60.801016,  151.130764,  103.581255,   99.857249,  162.394585,  129.569746,   84.819894,   56.527029,  144.300950
     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000
  866.368302, 1194.722219,  898.548807, 1219.461651,  984.502889,  814.504299, 1058.350069,  187.661876, 1018.916744,  692.973421, 1203.597666, 1124.306080,  721.638217, 1200.558472,  256.385263
 4530.111535, 1567.178303, 2515.911462, 3188.261987, 2772.767651,  390.896307, 5116.427901, 1688.211840, 3096.273208,   88.965366, 1788.656223,  406.555953, 4181.804107, 1433.928517, 3531.756228
  837.619634,  378.587391,  482.927567,  289.794976,  796.620781,  282.849790,  685.946648,  334.190775,  635.761398,  528.852034,  487.992442,   35.937499,  566.341238,  595.461579,  402.331907
   60.694970,   71.118951,  325.032157,  346.632184,  650.499159,  678.052098,  105.474291,  318.831128,  166.324007,  383.885195,  122.312178,   83.719023,  560.340254,  497.446207,  365.011974
   57.834254,   82.552812,  151.515674,   99.781703,  108.455490,  153.717796,   54.824997,  112.639033,  132.289766,  138.144365,   16.152341,   84.487109,   56.241675,   93.843071,   93.153419
  378.409229,  162.850590,   81.459555,  450.100999,  447.726527,  588.033286,  610.717878,  526.095668,  211.369922,  489.815102,  629.937186,  218.920489,  123.936831,  169.433972,  566.850403
 1385.347758, 1514.605359, 1853.502582, 1495.129876, 2762.783492,  704.944959, 1996.710694, 1053.995717, 3454.205900, 3292.411010, 2492.798088, 3410.291191, 3500.058899,  364.720216,  195.511355
  519.362420,  324.142460,  578.917678,   96.335555,  267.304970,  587.928387,  270.500979,  235.927790,  172.642988,  342.598435,  365.045850,   21.110539,  472.420528,  227.818981,  576.028795
   73.953620,  150.846524,   64.060576,  171.269218,   83.338785,  130.554652,  125.585662,    1.137490,   27.636846,   41.809285,   81.333950,   49.070951,   18.159716,   18.922512,  114.336782
     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000,     .000000
