     .000000,   78.000000,   86.000000,  172.000000,  211.000000,  134.000000,  146.000000,  232.000000,  229.000000,  191.000000
  165.000000,     .000000,  193.000000,  166.000000,  214.000000,  139.000000,  182.000000,  159.000000,  153.000000,  204.000000
  214.000000,  170.000000,     .000000,  149.000000,  166.000000,  223.000000,  124.000000,  212.000000,  198.000000,  148.000000
  157.000000,  115.000000,  178.000000,     .000000,   72.000000,  125.000000,  197.000000,  234.000000,  204.000000,  224.000000
  164.000000,  104.000000,  132.000000,  169.000000,     .000000,   90.000000,   77.000000,  147.000000,  108.000000,   87.000000
  163.000000,  210.000000,  133.000000,  188.000000,   92.000000,     .000000,  112.000000,  220.000000,  213.000000,  217.000000
  112.000000,   89.000000,  167.000000,  145.000000,   83.000000,  124.000000,     .000000,  122.000000,  211.000000,  141.000000
  133.000000,  132.000000,  235.000000,  123.000000,  185.000000,  181.000000,  232.000000,     .000000,  122.000000,   76.000000
  214.000000,  150.000000,  217.000000,  100.000000,  213.000000,  104.000000,  230.000000,  170.000000,     .000000,  133.000000
  231.000000,  160.000000,   96.000000,  147.000000,  215.000000,  210.000000,  210.000000,  164.000000,  215.000000,     .000000
